Counter;Sol_irradiation [Wh/sqm];P*;Q*
4072;90.5813472;0.000143793;0.000066206
4073;84.81105956;0.000140804;0.000068879
4074;82.5646929;0.000137364;0.000071553
4075;23.97039471;0.00013063;0.000070662
4076;15.98026314;0.000117048;0.000072445
4077;2.66337719;0.000106981;0.000074227
4078;0;9.65E-05;0.000075118
4079;0;7.96E-05;0.000073336
4080;0;6.08E-05;0.000067988
4081;0;4.58E-05;0.000064423
4082;0;3.97E-05;0.000059967
4083;0;3.93E-05;0.000057293
4084;2.66337719;3.92E-05;0.000063532
4085;10.71809732;3.84E-05;0.000067988
4086;31.96052628;4.86E-05;0.000073336
4087;61.25767538;6.67E-05;0.000074227
4088;74.57456133;8.53E-05;0.00008314
4089;82.5646929;9.99E-05;0.000081357
4090;280.9332694;0.000108206;0.000074227
4091;744.9906944;0.000111294;0.000069771
4092;495.4064604;0.000107804;0.000069771
4093;429.3583605;9.85E-05;0.000075118
4094;477.2158937;8.87E-05;0.000070662
4095;614.5380332;0.000086324;0.000071553
4096;205.1353783;8.81E-05;0.000067097
4097;289.8196554;8.92E-05;0.000069771
4098;116.1109935;8.93E-05;0.000067988
4099;107.9560358;8.82E-05;0.000070662
4100;32.15429195;7.74E-05;0.000075118
4101;2.66337719;7.03E-05;0.000073336
4102;0;6.64E-05;0.000071553
4103;0;5.19E-05;0.000075118
4104;0;3.79E-05;0.000064423
4105;0;2.67E-05;0.000051054
4106;0;2.16E-05;0.000067097
4107;0;1.96E-05;0.000067988
4108;5.32675438;1.91E-05;0.000069771
4109;34.75308059;1.80E-05;0.000069771
4110;53.26754381;2.25E-05;0.000068879
4111;77.23793852;3.45E-05;0.000068879
4112;149.273184;4.95E-05;0.000067097
4113;462.8399442;6.50E-05;0.000068879
4114;344.4042035;7.63E-05;0.000066206
4115;530.6833063;8.99E-05;0.000067988
4116;294.3023171;8.76E-05;0.000066206
4117;342.0422417;7.68E-05;0.000060858
4118;483.0134472;0.000070328;0.000057293
4119;463.0693354;6.62E-05;0.000058184
4120;319.8661982;6.43E-05;0.000057293
4121;161.2253216;0.000070419;0.000058184
4122;122.5153508;7.78E-05;0.000052837
4123;45.27741224;7.91E-05;0.000052837
4124;29.36173765;7.54E-05;0.000058184
4125;2.66337719;7.19E-05;0.000056402
4126;0;7.48E-05;0.000056402
4127;0;6.07E-05;0.000059076
4128;0;4.67E-05;0.000067988
4129;0;4.01E-05;0.000067988
4130;0;3.52E-05;0.000068879
4131;0;3.67E-05;0.000067988
4132;2.66337719;4.45E-05;0.000060858
4133;26.6337719;5.99E-05;0.000057293
4134;53.98254237;0.000100533;0.000054619
4135;151.3099468;0.000130446;0.00005551
4136;192.1586646;0.000144131;0.000061749
4137;82.5646929;0.000146308;0.000067097
4138;155.1186125;0.000156178;0.000067097
4139;144.529332;0.000163398;0.000062641
4140;219.7285486;0.000159925;0.000062641
4141;293.1208529;0.000156654;0.000062641
4142;218.8392067;0.000149292;0.000060858
4143;61.25767538;0.000148369;0.000062641
4144;117.1885964;0.00014142;0.00005551
4145;138.0752605;0.000141161;0.00005551
4146;94.62775751;0.000140055;0.00005551
4147;21.30701752;0.000134668;0.000051054
4148;18.64364033;0.000123061;0.000051945
4149;2.66337719;0.000113234;0.000054619
4150;0;9.83E-05;0.00005551
4151;0;7.44E-05;0.00005551
4152;0;5.96E-05;0.000054619
4153;0;5.18E-05;0.000054619
4154;0;4.72E-05;0.000058184
4155;0;0.000047611;0.000056402
4156;0;5.34E-05;0.000059076
4157;18.64364033;6.56E-05;0.000057293
4158;69.9576117;0.000104289;0.000059967
4159;124.1686835;0.000134376;0.000059967
4160;117.1885964;0.000146948;0.000075118
4161;264.8348988;0.000156757;0.000065314
4162;360.6476175;0.000164595;0.000063532
4163;471.8514683;0.000170616;0.000064423
4164;421.4919715;0.000164582;0.000064423
4165;300.1436882;0.000160314;0.000069771
4166;146.0396514;0.000157583;0.000068879
4167;522.0546832;0.000151717;0.000068879
4168;452.5832529;0.000146641;0.000059076
4169;259.0106832;0.000144494;0.000056402
4170;202.1677739;0.000142583;0.000058184
4171;85.55101287;0.000140898;0.000058184
4172;31.96052628;0.000126804;0.000059076
4173;0;0.000115131;0.000057293
4174;0;0.000103391;0.000058184
4175;0;8.39E-05;0.000058184
4176;0;7.14E-05;0.000057293
4177;0;6.36E-05;0.000056402
4178;0;0.00006072;0.000057293
4179;0;6.18E-05;0.000056402
4180;0;0.000064312;0.000054619
4181;10.65350876;7.71E-05;0.000058184
4182;39.95065785;0.000114331;0.000069771
4183;55.930921;0.000142889;0.000067988
4184;93.21820166;0.000158463;0.000078683
4185;165.591729;0.000161746;0.00007601
4186;199.7532893;0.000168433;0.000068879
4187;377.8162987;0.000175515;0.000058184
4188;254.3546946;0.000167542;0.00005551
4189;226.9520776;0.000158764;0.000053728
4190;342.2486599;0.000153454;0.000052837
4191;467.9859873;0.000149392;0.000052837
4192;513.1652343;0.000140266;0.000051054
4193;423.024457;0.000137971;0.000051054
4194;230.3089261;0.000137301;0.000051945
4195;84.56693812;0.000135861;0.000051945
4196;37.61022344;0.000126577;0.000051945
4197;2.66337719;0.000115467;0.000052837
4198;0;0.000104535;0.000053728
4199;0;8.52E-05;0.000051945
4200;0;6.87E-05;0.000052837
4201;0;6.01E-05;0.000051054
4202;0;5.55E-05;0.000051945
4203;0;5.59E-05;0.00005551
4204;5.32675438;6.07E-05;0.000056402
4205;32.02511484;7.34E-05;0.000057293
4206;134.1400993;0.00010995;0.000058184
4207;233.6706018;0.000136274;0.000058184
4208;398.551593;0.000149831;0.000064423
4209;649.0966977;0.000151662;0.000067988
4210;512.6796095;0.000157834;0.000067988
4211;823.6390854;0.000165218;0.000076901
4212;786.6570177;0.000162246;0.000073336
4213;677.4901571;0.000159894;0.000069771
4214;881.8861286;0.000154615;0.000067988
4215;711.7620904;0.000150673;0.000068879
4216;574.068579;0.00014259;0.000071553
4217;398.3277441;0.000141666;0.000068879
4218;196.7570254;0.000136509;0.000068879
4219;58.65888674;0.000134298;0.000070662
4220;29.29714909;0.000123537;0.000069771
4221;2.66337719;0.000113572;0.000069771
4222;0;0.000103247;0.000070662
4223;0;8.30E-05;0.000067988
4224;0;6.82E-05;0.000068879
4225;0;5.77E-05;0.000056402
4226;0;5.31E-05;0.000058184
4227;0;5.38E-05;0.000059967
4228;2.66337719;5.77E-05;0.000059076
4229;15.98026314;6.99E-05;0.000059076
4230;66.58442976;0.000106325;0.000064423
4231;161.9551934;0.000134376;0.000073336
4232;277.7526418;0.000147989;0.000071553
4233;420.8765315;0.00015165;0.000072445
4234;585.1775112;0.000157544;0.000071553
4235;711.4943079;0.000163405;0.000070662
4236;624.0303935;0.000161803;0.000060858
4237;299.9936081;0.000155945;0.000060858
4238;259.2364337;0.000147838;0.000059967
4239;366.01693;0.000143959;0.000059967
4240;311.8188352;0.000137677;0.000059967
4241;278.6935299;0.000135554;0.000057293
4242;159.1630922;0.000132109;0.000057293
4243;58.59429819;0.000127178;0.000057293
4244;26.6337719;0.000114881;0.000058184
4245;2.66337719;0.000106505;0.000058184
4246;0;9.76E-05;0.000057293
4247;0;8.15E-05;0.000056402
4248;0;6.50E-05;0.000057293
4249;0;5.16E-05;0.000058184
4250;0;4.50E-05;0.000056402
4251;0;4.21E-05;0.000057293
4252;0;4.24E-05;0.000057293
4253;13.31688595;4.27E-05;0.000057293
4254;47.94078943;5.29E-05;0.000058184
4255;77.23793852;0.000070055;0.000062641
4256;77.23793852;9.09E-05;0.000059076
4257;79.90131571;0.000107291;0.000058184
4258;221.7072528;0.000116551;0.000057293
4259;295.8153251;0.000121105;0.000057293
4260;435.5362543;0.000115148;0.000053728
4261;618.7486482;0.000104023;0.000059076
4262;468.0066796;9.83E-05;0.000058184
4263;604.2727585;9.32E-05;0.000051945
4264;317.4216177;9.38E-05;0.000047489
4265;184.937385;9.44E-05;0.000050163
4266;151.1979121;9.19E-05;0.000047489
4267;86.00313276;8.72E-05;0.000049272
4268;40.53195486;7.58E-05;0.000049272
4269;2.72796575;6.79E-05;0.00004838
4270;0;6.41E-05;0.00004838
4271;0;5.03E-05;0.00004838
4272;0;3.66E-05;0.00004838
4273;0;2.83E-05;0.00004838
4274;0;2.26E-05;0.00004838
4275;0;1.98E-05;0.00004838
4276;2.66337719;1.90E-05;0.00004838
4277;35.07602336;1.50E-05;0.00004838
4278;94.31795754;0.000020068;0.000049272
4279;169.619723;3.32E-05;0.000050163
4280;435.6150515;0.000047998;0.000049272
4281;715.7305986;6.11E-05;0.00004838
4282;864.6087748;7.09E-05;0.000047489
4283;1045.913551;0.000080883;0.00004838
4284;949.5786503;7.89E-05;0.00004838
4285;716.3597015;7.07E-05;0.000047489
4286;549.196771;0.000064168;0.000047489
4287;546.9468728;6.04E-05;0.000049272
4288;438.8803839;0.000060341;0.000047489
4289;306.6149955;0.000066653;0.000049272
4290;82.5646929;7.25E-05;0.000049272
4291;53.26754381;7.56E-05;0.000049272
4292;15.98026314;7.25E-05;0.000049272
4293;0;7.15E-05;0.000049272
4294;0;7.30E-05;0.00004838
4295;0;5.72E-05;0.00004838
4296;0;4.51E-05;0.00004838
4297;0;3.84E-05;0.00004838
4298;0;3.56E-05;0.000051054
4299;0;3.76E-05;0.000058184
4300;2.66337719;0.000043936;0.000058184
4301;23.97039471;6.09E-05;0.000058184
4302;65.32251625;0.000101294;0.000060858
4303;141.3197364;0.000133181;0.000053728
4304;311.2087627;0.000145956;0.000052837
4305;452.1645667;0.000146629;0.000053728
4306;803.8142194;0.000153324;0.000062641
4307;881.3585529;0.000161574;0.000049272
4308;942.3285807;0.000161571;0.000049272
4309;876.3201569;0.000159172;0.000046598
4310;626.8394745;0.000154824;0.000043033
4311;758.0445094;0.000149365;0.000043033
4312;436.8426456;0.00014261;0.000042141
4313;308.9511929;0.000138583;0.000042141
4314;183.5056071;0.000137177;0.000043033
4315;107.8914473;0.000133281;0.000043033
4316;40.20901208;0.000119947;0.000043924
4317;2.66337719;0.000109859;0.00004838
4318;0;9.95E-05;0.000056402
4319;0;7.83E-05;0.000056402
4320;0;6.47E-05;0.000056402
4321;0;5.56E-05;0.000051054
4322;0;5.11E-05;0.000049272
4323;0;5.20E-05;0.000049272
4324;2.66337719;5.51E-05;0.000046598
4325;26.69836046;6.75E-05;0.000046598
4326;97.38420541;0.000104285;0.000047489
4327;222.012683;0.000133025;0.000046598
4328;479.4734554;0.000147148;0.000045707
4329;706.0465789;0.000151799;0.000046598
4330;874.9006737;0.000159288;0.000047489
4331;991.4408755;0.000167;0.000046598
4332;1032.865504;0.000163524;0.000046598
4333;996.2317216;0.000160133;0.000046598
4334;858.5650376;0.00015342;0.000047489
4335;737.2487345;0.000148195;0.000046598
4336;604.0576806;0.000141531;0.00004125
4337;397.9786581;0.000136977;0.000040359
4338;192.2402268;0.000134952;0.000042141
4339;45.64969716;0.000132901;0.00004125
4340;22.08208019;0.000123524;0.00004125
4341;2.66337719;0.000111455;0.000042141
4342;0;0.000100784;0.00004125
4343;0;8.06E-05;0.000042141
4344;0;6.50E-05;0.00004125
4345;0;5.77E-05;0.000036794
4346;0;5.33E-05;0.000036794
4347;0;5.29E-05;0.000037685
4348;2.72796575;0.000055651;0.00004125
4349;24.81004594;6.80E-05;0.00004125
4350;77.79312153;0.00010301;0.000043033
4351;272.186688;0.000131265;0.000046598
4352;492.4841031;0.000151419;0.000046598
4353;700.6914589;0.000157989;0.000046598
4354;871.4617557;0.000169517;0.000046598
4355;986.5871039;0.000176491;0.000046598
4356;1021.466927;0.00017365;0.000042141
4357;992.451972;0.000172223;0.000038576
4358;902.3009537;0.000166582;0.000040359
4359;778.9436719;0.000161317;0.000036794
4360;606.1087642;0.000152594;0.000036794
4361;390.2507183;0.000150776;0.000036794
4362;192.7444675;0.000148536;0.000036794
4363;43.11549708;0.000144754;0.000037685
4364;22.08208019;0.000133614;0.000038576
4365;2.66337719;0.000120984;0.000038576
4366;0;0.000113963;0.000037685
4367;0;9.80E-05;0.000036794
4368;0;8.14E-05;0.000036794
4369;0;7.25E-05;0.000036794
4370;0;6.65E-05;0.000038576
4371;0;6.60E-05;0.000037685
4372;2.66337719;6.84E-05;0.000037685
4373;24.81004594;8.06E-05;0.000038576
4374;83.00038532;0.0001167;0.000039468
4375;269.4613392;0.000145452;0.000043924
4376;476.4244613;0.000163391;0.000043033
4377;678.7718525;0.000167831;0.000039468
4378;848.7092871;0.000177503;0.000038576
4379;960.376815;0.000186093;0.000038576
4380;998.6879132;0.000182862;0.000038576
4381;969.6507832;0.000180068;0.000037685
4382;819.113115;0.000173602;0.000035011
4383;745.2012324;0.000170653;0.000036794
4384;576.6318859;0.000161357;0.000036794
4385;386.4662405;0.000157466;0.000036794
4386;193.3151222;0.000150908;0.000036794
4387;55.85108603;0.000146872;0.000035903
4388;24.55169171;0.000138892;0.000036794
4389;2.66337719;0.000127684;0.000033229
4390;0;0.000120405;0.000035011
4391;0;0.000100468;0.000035011
4392;0;8.72E-05;0.000035011
4393;0;7.29E-05;0.000035011
4394;0;6.66E-05;0.00003412
4395;0;6.60E-05;0.000035011
4396;2.66337719;6.87E-05;0.000035011
4397;35.07602336;7.99E-05;0.000037685
4398;99.45474313;0.000119446;0.000035011
4399;210.6140743;0.000145028;0.00003412
4400;293.4970917;0.000161201;0.000036794
4401;72.39547374;0.00016563;0.000035011
4402;149.1491227;0.000171761;0.000035903
4403;222.508932;0.000176159;0.000036794
4404;443.772019;0.000172503;0.000036794
4405;580.8648524;0.000166718;0.00003412
4406;768.4584318;0.000160943;0.00003412
4407;659.6617047;0.000155631;0.000035011
4408;551.1326911;0.000148936;0.000035903
4409;373.6731662;0.000149464;0.000033229
4410;199.5142308;0.000140652;0.00003412
4411;76.12468666;0.00013559;0.000033229
4412;26.76294901;0.000122856;0.000033229
4413;2.66337719;0.000111517;0.000035903
4414;0;0.000107305;0.00003412
4415;0;9.33E-05;0.000033229
4416;0;7.54E-05;0.00003412
4417;0;6.39E-05;0.00003412
4418;0;5.72E-05;0.000033229
4419;0;5.40E-05;0.000035011
4420;5.32675438;5.17E-05;0.00003412
4421;34.81766914;5.01E-05;0.000035903
4422;93.86922904;6.11E-05;0.000036794
4423;246.4169252;8.03E-05;0.000035903
4424;435.7618261;0.000099213;0.000036794
4425;608.7673935;0.000111385;0.000035903
4426;749.9936597;0.000119189;0.000036794
4427;851.1242534;0.000122935;0.000035903
4428;920.6120279;0.000118775;0.00003412
4429;887.8555148;0.000110074;0.00003412
4430;803.0477678;0.000104124;0.000033229
4431;703.9126192;0.000101741;0.000032338
4432;551.9670565;0.000100385;0.000033229
4433;167.1277737;0.000100716;0.000033229
4434;69.24780695;0.000100185;0.000033229
4435;96.59205296;9.76E-05;0.000033229
4436;40.07983497;8.83E-05;0.000033229
4437;2.66337719;8.34E-05;0.000033229
4438;0;8.05E-05;0.000035011
4439;0;0.000065054;0.00003412
4440;0;5.32E-05;0.000033229
4441;0;4.09E-05;0.000033229
4442;0;3.55E-05;0.000025207
4443;0;3.30E-05;0.000025207
4444;2.66337719;3.30E-05;0.000024316
4445;42.6786236;3.09E-05;0.000026099
4446;58.59429819;3.57E-05;0.00002699
4447;140.1912219;4.70E-05;0.000026099
4448;384.7911067;6.20E-05;0.000032338
4449;630.063383;7.49E-05;0.000033229
4450;792.3676601;8.58E-05;0.00003412
4451;903.5252173;9.44E-05;0.000033229
4452;843.1312374;9.24E-05;0.00003412
4453;732.0487436;8.51E-05;0.000033229
4454;832.8200106;8.18E-05;0.000033229
4455;374.5581383;7.84E-05;0.000033229
4456;310.0684923;7.63E-05;0.000033229
4457;208.2269954;8.08E-05;0.000033229
4458;9.41272601;8.90E-05;0.00003412
4459;2.66337719;8.97E-05;0.000033229
4460;2.72796575;8.30E-05;0.000035011
4461;0;8.11E-05;0.00003412
4462;0;8.13E-05;0.000033229
4463;0;7.23E-05;0.00003412
4464;0;5.82E-05;0.000033229
4465;0;4.94E-05;0.00003412
4466;0;4.84E-05;0.00003412
4467;0;5.11E-05;0.000035011
4468;2.66337719;5.50E-05;0.00003412
4469;34.8822577;6.81E-05;0.000033229
4470;93.77467256;0.000112675;0.00003412
4471;270.1349493;0.000145624;0.00003412
4472;387.1506528;0.000159634;0.00003412
4473;341.1930916;0.000166485;0.000032338
4474;601.55568;0.000173316;0.000035011
4475;534.8908537;0.000180124;0.000035903
4476;625.2988782;0.000177061;0.000035903
4477;528.6435539;0.000174628;0.000035011
4478;870.7511334;0.000167;0.000035903
4479;651.3828609;0.000159549;0.000035011
4480;499.1594769;0.000152093;0.000035011
4481;386.6987372;0.000147898;0.000035011
4482;182.3782808;0.000144291;0.000035011
4483;71.12087506;0.000142624;0.000035011
4484;26.95671468;0.000129954;0.000026099
4485;2.66337719;0.00011859;0.000037685
4486;0;0.000110595;0.000049272
4487;0;9.12E-05;0.000043033
4488;0;7.57E-05;0.000038576
4489;0;6.60E-05;0.000033229
4490;0;6.08E-05;0.000035011
4491;0;0.00006119;0.00003412
4492;2.66337719;0.000065168;0.000035011
4493;27.2150689;7.80E-05;0.000035011
4494;82.5287137;0.000114317;0.00003412
4495;266.5149445;0.000143686;0.000037685
4496;485.8959452;0.000158296;0.000043924
4497;693.9166796;0.000162789;0.000047489
4498;859.923764;0.000170031;0.00004125
4499;973.9539283;0.000177209;0.000039468
4500;1012.769618;0.000174531;0.000038576
4501;973.6862495;0.000173973;0.00003412
4502;843.3380083;0.000169631;0.00003412
4503;444.7350242;0.000165091;0.000033229
4504;320.8281478;0.000158492;0.00003412
4505;138.7896054;0.000154578;0.000033229
4506;4.07900646;0.000150927;0.00003412
4507;18.64364033;0.000147784;0.000037685
4508;21.30701752;0.000132982;0.000037685
4509;2.66337719;0.000128378;0.000037685
4510;0;0.000118158;0.000037685
4511;0;9.38E-05;0.000036794
4512;0;0.000079807;0.000037685
4513;0;7.33E-05;0.000036794
4514;0;6.55E-05;0.000037685
4515;0;6.29E-05;0.000037685
4516;2.66337719;0.000066774;0.000036794
4517;26.6337719;8.11E-05;0.000037685
4518;55.930921;0.000117336;0.000038576
4519;171.1459048;0.000145417;0.00004125
4520;331.6642562;0.000159053;0.000042141
4521;220.4290443;0.000164285;0.000042141
4522;442.2352686;0.00017364;0.000042141
4523;642.3766594;0.000183706;0.000043924
4524;645.7543283;0.00018058;0.000043033
4525;466.2885298;0.000178484;0.000043033
4526;512.879574;0.000174;0.000051054
4527;308.0606161;0.00016639;0.000042141
4528;202.6497666;0.000160656;0.000038576
4529;193.1897884;0.000158016;0.000036794
4530;169.9083557;0.000149451;0.000036794
4531;88.60192139;0.000144084;0.000037685
4532;26.69836046;0.000130826;0.000037685
4533;2.66337719;0.000120537;0.000038576
4534;0;0.000110387;0.000037685
4535;0;8.99E-05;0.000037685
4536;0;7.49E-05;0.000036794
4537;0;6.65E-05;0.000036794
4538;0;0.000063539;0.000038576
4539;0;6.26E-05;0.000036794
4540;2.66337719;6.62E-05;0.000037685
4541;37.61022344;7.63E-05;0.000037685
4542;105.6585115;0.000113403;0.000046598
4543;256.3595228;0.000140681;0.000046598
4544;334.4856945;0.000155394;0.000059967
4545;420.2057244;0.000163695;0.00005551
4546;319.4915665;0.000174116;0.000053728
4547;642.1861461;0.000183822;0.000051054
4548;236.1123541;0.000180509;0.000050163
4549;618.0582553;0.000176781;0.000049272
4550;377.1887607;0.000172467;0.000039468
4551;617.5990752;0.0001669;0.000040359
4552;357.9141309;0.000158906;0.000039468
4553;317.0120589;0.000153845;0.000040359
4554;216.527915;0.000150931;0.000045707
4555;71.37922928;0.000142884;0.000044815
4556;24.4225146;0.00013155;0.000049272
4557;2.66337719;0.000119191;0.000049272
4558;0;0.000108066;0.000049272
4559;0;8.91E-05;0.00004838
4560;0;7.51E-05;0.000047489
4561;0;6.62E-05;0.000047489
4562;0;6.09E-05;0.000049272
4563;0;6.18E-05;0.00004838
4564;2.66337719;6.72E-05;0.000049272
4565;21.37160608;7.79E-05;0.000049272
4566;102.3528194;0.000112761;0.00004838
4567;190.3107354;0.000139138;0.000057293
4568;395.8008745;0.000157665;0.000063532
4569;320.7593626;0.000162955;0.000065314
4570;342.5908173;0.000167429;0.000060858
4571;402.727191;0.000170109;0.000046598
4572;538.9277106;0.000166765;0.000047489
4573;625.4167838;0.000159346;0.000047489
4574;539.1585772;0.000150476;0.000049272
4575;637.9393701;0.000145705;0.00004838
4576;325.0263202;0.000138554;0.000047489
4577;326.8769516;0.000134028;0.000049272
4578;176.1672601;0.000128477;0.000050163
4579;65.66494357;0.000122915;0.000047489
4580;24.35792605;0.00011095;0.00004838
4581;0.06458856;0.000101637;0.000045707
4582;0;9.29E-05;0.000046598
4583;0;7.75E-05;0.000044815
4584;0;6.41E-05;0.000044815
4585;0;5.54E-05;0.000044815
4586;0;4.91E-05;0.000044815
4587;0;0.000047611;0.000043924
4588;2.66337719;4.66E-05;0.000044815
4589;27.08589179;4.43E-05;0.000050163
4590;94.07054417;5.54E-05;0.000056402
4591;289.6133481;7.33E-05;0.000057293
4592;373.6749636;9.16E-05;0.000059076
4593;374.6352244;0.000104542;0.000054619
4594;210.406798;0.000112903;0.000046598
4595;721.2600746;0.000118912;0.000045707
4596;830.098139;0.000112317;0.000044815
4597;570.1788524;0.000104236;0.000045707
4598;636.0390174;9.63E-05;0.00004838
4599;735.4157889;9.13E-05;0.00004838
4600;591.308706;8.74E-05;0.000043033
4601;398.0304114;0.000090029;0.000043924
4602;183.4701877;8.98E-05;0.000044815
4603;52.80017751;8.75E-05;0.000039468
4604;24.35792605;7.95E-05;0.000038576
4605;0;0.000073518;0.000038576
4606;0;7.13E-05;0.000039468
4607;0;5.88E-05;0.000039468
4608;0;0.000046634;0.000039468
4609;0;3.65E-05;0.000039468
4610;0;3.24E-05;0.00004125
4611;0;2.78E-05;0.000045707
4612;0;2.50E-05;0.000043924
4613;26.6337719;2.28E-05;0.000044815
4614;75.23797846;2.85E-05;0.000046598
4615;180.5952168;0.000039519;0.000050163
4616;347.794302;5.59E-05;0.000049272
4617;458.9704339;6.90E-05;0.000049272
4618;409.874323;7.97E-05;0.000050163
4619;217.2557463;8.91E-05;0.000049272
4620;235.0980603;8.87E-05;0.000045707
4621;250.9778069;8.34E-05;0.000042141
4622;122.5153508;8.13E-05;0.000042141
4623;109.5373039;7.86E-05;0.000037685
4624;87.89144728;7.60E-05;0.000035903
4625;58.59429819;7.97E-05;0.000035903
4626;26.6337719;8.16E-05;0.000035903
4627;26.6337719;8.06E-05;0.000039468
4628;7.99013157;0.000076428;0.00004125
4629;0;7.63E-05;0.000044815
4630;0;7.58E-05;0.000049272
4631;0;6.05E-05;0.000047489
4632;0;5.22E-05;0.00004838
4633;0;4.61E-05;0.000049272
4634;0;4.25E-05;0.00004838
4635;0;4.48E-05;0.000049272
4636;0.06458856;5.08E-05;0.000049272
4637;10.65350876;0.00006685;0.00004838
4638;21.30701752;0.000103232;0.00004838
4639;29.29714909;0.000134963;0.000047489
4640;141.5642743;0.000152204;0.000049272
4641;175.2510679;0.000159209;0.00004838
4642;286.5531303;0.000164509;0.000050163
4643;187.9689641;0.00017219;0.000051054
4644;279.1701362;0.000172154;0.000046598
4645;171.0823462;0.000167668;0.000042141
4646;159.8026314;0.00016109;0.000040359
4647;173.1195174;0.000154763;0.000035903
4648;122.5153508;0.00014513;0.000035011
4649;50.60416662;0.000146723;0.00003412
4650;74.57456133;0.000144454;0.00003412
4651;53.26754381;0.000140166;0.00004125
4652;15.98026314;0.000128688;0.00004125
4653;0;0.000117457;0.000045707
4654;0;0.000104573;0.000044815
4655;0;8.45E-05;0.000045707
4656;0;7.16E-05;0.000045707
4657;0;6.14E-05;0.000045707
4658;0;5.61E-05;0.000045707
4659;0;0.000057689;0.000044815
4660;0;6.27E-05;0.000044815
4661;7.99013157;7.63E-05;0.000045707
4662;31.96052628;0.000110612;0.000054619
4663;63.92105257;0.000139517;0.000051054
4664;96.10085466;0.000156444;0.000050163
4665;154.475877;0.000161832;0.000049272
4666;194.4265349;0.00017032;0.000044815
4667;203.192295;0.000175911;0.00004125
4668;408.7595621;0.000171347;0.000039468
4669;274.8109091;0.000169518;0.000040359
4670;414.0894557;0.000165948;0.000035903
4671;224.1654292;0.00016141;0.000035011
4672;231.9703143;0.000151842;0.000035903
4673;151.0793538;0.000150535;0.000035903
4674;83.98793731;0.00014654;0.000035903
4675;58.65888674;0.00014119;0.000038576
4676;8.05472013;0.000128353;0.000038576
4677;0;0.00011786;0.000042141
4678;0;0.000106901;0.000042141
4679;0;0.000087286;0.000043033
4680;0;7.23E-05;0.000043033
4681;0;6.36E-05;0.000043924
4682;0;6.00E-05;0.000043924
4683;0;6.11E-05;0.000043924
4684;0.06458856;6.59E-05;0.000040359
4685;21.30701752;0.000077731;0.000039468
4686;66.58442976;0.000113264;0.000040359
4687;135.4123361;0.000142226;0.000040359
4688;260.3818513;0.00015477;0.00004125
4689;386.3788693;0.000157689;0.000042141
4690;415.8698148;0.00016606;0.000044815
4691;580.3039205;0.000173319;0.000045707
4692;494.4255143;0.000169187;0.000047489
4693;561.8176965;0.000165029;0.000043924
4694;530.8199565;0.000162717;0.000043033
4695;419.7982758;0.000158272;0.000042141
4696;261.3787905;0.00015036;0.000039468
4697;272.1644497;0.000147425;0.000038576
4698;142.584985;0.000145805;0.000037685
4699;90.9423558;0.000143428;0.000035903
4700;21.43619463;0.000130421;0.000037685
4701;0;0.000120285;0.000039468
4702;0;0.000107683;0.00004125
4703;0;8.94E-05;0.000042141
4704;0;7.48E-05;0.00004125
4705;0;6.55E-05;0.000042141
4706;0;6.00E-05;0.00004125
4707;0;6.05E-05;0.00004125
4708;0;0.000064569;0.000042141
4709;18.64364033;7.84E-05;0.00004125
4710;92.47151399;0.000113739;0.00004125
4711;164.4820236;0.000141761;0.000046598
4712;289.0846022;0.000156795;0.000045707
4713;370.7717049;0.000162402;0.00004838
4714;642.2953386;0.000167898;0.00004838
4715;640.3858213;0.00017564;0.00004838
4716;863.0346328;0.000173346;0.00004838
4717;711.4877107;0.000170092;0.000045707
4718;662.663681;0.000163961;0.000040359
4719;555.5195246;0.000158492;0.000038576
4720;553.2965277;0.000150638;0.000038576
4721;318.4151108;0.000147321;0.000037685
4722;191.4275685;0.000143489;0.000039468
4723;60.33818919;0.00013986;0.000037685
4724;24.16416038;0.000129898;0.000038576
4725;0;0.000120013;0.000039468
4726;0;0.00011007;0.000039468
4727;0;9.12E-05;0.000039468
4728;0;7.79E-05;0.000038576
4729;0;6.78E-05;0.000038576
4730;0;6.20E-05;0.000038576
4731;0;6.15E-05;0.000038576
4732;2.66337719;6.55E-05;0.000038576
4733;26.82753757;7.76E-05;0.000038576
4734;85.61743798;0.000114048;0.00004125
4735;119.8831139;0.000143442;0.000044815
4736;147.4505317;0.000157769;0.00004838
4737;127.8421051;0.00016484;0.00004838
4738;232.1156463;0.00017239;0.000047489
4739;631.8796597;0.000176901;0.000047489
4740;680.205045;0.000173491;0.000045707
4741;942.1171953;0.000162527;0.000042141
4742;875.5613447;0.000150847;0.00004125
4743;757.9788754;0.000143842;0.000043033
4744;583.3169772;0.00014177;0.000040359
4745;385.5266212;0.000142608;0.000040359
4746;183.3794323;0.000139847;0.000039468
4747;57.80398911;0.000132567;0.000039468
4748;21.56537174;0.000120697;0.000038576
4749;0;0.000108633;0.000037685
4750;0;0.000100184;0.000039468
4751;0;0.000083558;0.000038576
4752;0;6.76E-05;0.000038576
4753;0;5.54E-05;0.000040359
4754;0;0.000049604;0.000039468
4755;0;0.000047111;0.000038576
4756;0;4.67E-05;0.000038576
4757;18.64364033;4.49E-05;0.000039468
4758;75.21904417;0.000056075;0.000039468
4759;111.4614957;7.35E-05;0.000039468
4760;269.8298009;9.00E-05;0.000038576
